T,out_x2
273.15,0.00908438280446493
278.15,0.00934108066097981
283.15,0.00964290791971701
288.15,0.00998978197904555
293.15,0.0103665435060861
298.15,0.0107881761161489
303.15,0.0112846392607653
308.15,0.0118106468254778
313.15,0.0124111134174054
318.15,0.0130707843830343
323.15,0.0138193415693911
328.15,0.0146563786755525
333.15,0.0155665358704866
338.15,0.0165940334128357
343.15,0.0177381317193126
348.15,0.0190276152895436
373.15,0.0281199130290518
